samplenr	I	II	III	aVR	aVL	aVF	V1	V2	V3	V4	V5	V6	measurement
0	-15.45973	-100.08141	-84.62168	56.9569	34.98781	-91.94471	41.49717	29.29212	-18.71441	-63.46626	-77.29865	-109.84545	0
1	-15.45973	-100.08141	-84.62168	56.9569	34.98781	-91.94471	41.49717	29.29212	-18.71441	-63.46626	-77.29865	-109.84545	0
2	-15.45973	-100.08141	-84.62168	56.9569	34.98781	-91.94471	39.05616	29.29212	-16.2734	-63.46626	-77.29865	-109.84545	0
3	-15.45973	-97.6404	-82.18067	54.51589	32.5468	-89.5037	39.05616	29.29212	-13.83239	-63.46626	-74.85764	-107.40444	0
4	-12.20505	-95.19939	-82.18067	52.07488	34.98781	-87.06269	39.05616	32.5468	-13.83239	-63.46626	-74.85764	-104.96343	0
5	-7.32303	-92.75838	-84.62168	49.63387	37.42882	-87.06269	39.05616	32.5468	-11.39138	-61.02525	-72.41663	-102.52242	0
6	-2.44101	-90.31737	-87.06269	44.75185	42.31084	-87.06269	41.49717	34.98781	-11.39138	-58.58424	-69.97562	-102.52242	0
7	0	-90.31737	-89.5037	44.75185	44.75185	-89.5037	41.49717	34.98781	-8.95037	-53.70222	-69.97562	-100.08141	0
8	0	-90.31737	-89.5037	44.75185	44.75185	-89.5037	41.49717	32.5468	-8.95037	-53.70222	-67.53461	-100.08141	0
9	0	-95.19939	-94.38572	47.19286	47.19286	-94.38572	43.93818	32.5468	-6.50936	-51.26121	-65.0936	-100.08141	0
10	0	-95.19939	-94.38572	47.19286	47.19286	-94.38572	46.37919	32.5468	-4.06835	-51.26121	-62.65259	-100.08141	0
11	2.44101	-97.6404	-99.26774	47.19286	49.63387	-96.82673	46.37919	34.98781	-1.62734	-51.26121	-62.65259	-100.08141	0
12	4.88202	-97.6404	-101.70875	44.75185	52.07488	-99.26774	46.37919	34.98781	0.81367	-48.8202	-60.21158	-100.08141	0
13	4.88202	-100.08141	-104.14976	47.19286	54.51589	-101.70875	46.37919	34.98781	0.81367	-48.8202	-60.21158	-100.08141	0
14	2.44101	-102.52242	-104.14976	49.63387	52.07488	-101.70875	43.93818	34.98781	0.81367	-48.8202	-60.21158	-100.08141	0
15	2.44101	-107.40444	-109.03178	52.07488	54.51589	-106.59077	41.49717	34.98781	0.81367	-48.8202	-60.21158	-102.52242	0
16	2.44101	-107.40444	-109.03178	52.07488	54.51589	-106.59077	41.49717	37.42882	0.81367	-48.8202	-60.21158	-104.96343	0
17	7.32303	-107.40444	-113.9138	49.63387	59.39791	-109.03178	41.49717	37.42882	0.81367	-43.93818	-60.21158	-104.96343	0
18	7.32303	-107.40444	-113.9138	49.63387	59.39791	-109.03178	43.93818	39.86983	3.25468	-43.93818	-56.9569	-104.96343	0
19	7.32303	-104.96343	-111.47279	47.19286	59.39791	-106.59077	46.37919	42.31084	3.25468	-40.6835	-54.51589	-102.52242	0
20	2.44101	-104.96343	-106.59077	49.63387	54.51589	-104.14976	48.8202	42.31084	8.95037	-40.6835	-52.07488	-100.08141	0
21	2.44101	-104.96343	-106.59077	49.63387	54.51589	-104.14976	51.26121	44.75185	11.39138	-38.24249	-49.63387	-100.08141	0
22	4.88202	-104.96343	-109.03178	49.63387	56.9569	-106.59077	53.70222	47.19286	13.83239	-38.24249	-49.63387	-100.08141	0
23	9.76404	-102.52242	-111.47279	44.75185	59.39791	-106.59077	53.70222	47.19286	16.2734	-35.80148	-47.19286	-100.08141	0
24	14.64606	-100.08141	-113.9138	42.31084	64.27993	-106.59077	53.70222	49.63387	16.2734	-35.80148	-47.19286	-97.6404	0
25	19.52808	-97.6404	-116.35481	37.42882	66.72094	-106.59077	56.14323	49.63387	21.15542	-33.36047	-44.75185	-97.6404	0
26	24.4101	-97.6404	-121.23683	34.98781	71.60296	-109.03178	56.14323	49.63387	21.15542	-30.91946	-42.31084	-97.6404	0
27	26.85111	-97.6404	-123.67784	34.98781	74.04397	-109.03178	58.58424	49.63387	21.15542	-28.47845	-42.31084	-100.08141	0
28	26.85111	-102.52242	-128.55986	37.42882	76.48498	-113.9138	58.58424	49.63387	21.15542	-28.47845	-42.31084	-100.08141	0
29	24.4101	-107.40444	-131.00087	39.86983	76.48498	-118.79582	58.58424	47.19286	21.15542	-28.47845	-42.31084	-100.08141	0
30	19.52808	-107.40444	-126.11885	42.31084	71.60296	-116.35481	61.02525	47.19286	23.59643	-28.47845	-42.31084	-100.08141	0
31	17.08707	-114.72747	-131.00087	47.19286	74.04397	-121.23683	61.02525	47.19286	23.59643	-28.47845	-42.31084	-102.52242	0
32	14.64606	-119.60949	-133.44188	52.07488	74.04397	-126.11885	61.02525	49.63387	23.59643	-28.47845	-42.31084	-102.52242	0
33	14.64606	-122.0505	-135.88289	52.07488	74.04397	-128.55986	58.58424	49.63387	23.59643	-30.91946	-44.75185	-102.52242	0
34	14.64606	-124.49151	-138.3239	54.51589	76.48498	-131.00087	56.14323	47.19286	23.59643	-30.91946	-47.19286	-104.96343	0
35	14.64606	-124.49151	-138.3239	54.51589	76.48498	-131.00087	56.14323	47.19286	23.59643	-33.36047	-47.19286	-104.96343	0
36	17.08707	-124.49151	-140.76491	52.07488	78.92599	-131.00087	56.14323	49.63387	23.59643	-33.36047	-47.19286	-107.40444	0
37	17.08707	-126.93252	-143.20592	54.51589	78.92599	-133.44188	56.14323	49.63387	21.15542	-30.91946	-47.19286	-107.40444	0
38	17.08707	-129.37353	-145.64693	54.51589	81.367	-135.88289	56.14323	47.19286	21.15542	-30.91946	-47.19286	-109.84545	0
39	17.08707	-131.81454	-148.08794	56.9569	81.367	-138.3239	58.58424	49.63387	23.59643	-30.91946	-47.19286	-109.84545	0
40	14.64606	-131.81454	-145.64693	56.9569	78.92599	-138.3239	58.58424	49.63387	23.59643	-30.91946	-47.19286	-107.40444	0
41	12.20505	-131.81454	-143.20592	59.39791	76.48498	-135.88289	58.58424	49.63387	23.59643	-30.91946	-49.63387	-107.40444	0
42	9.76404	-136.69656	-145.64693	61.83892	76.48498	-140.76491	58.58424	52.07488	26.03744	-30.91946	-49.63387	-104.96343	0
43	9.76404	-136.69656	-145.64693	61.83892	76.48498	-140.76491	58.58424	52.07488	26.03744	-30.91946	-49.63387	-104.96343	0
44	7.32303	-136.69656	-143.20592	64.27993	74.04397	-138.3239	56.14323	52.07488	26.03744	-30.91946	-52.07488	-102.52242	0
45	12.20505	-136.69656	-148.08794	61.83892	78.92599	-140.76491	56.14323	52.07488	26.03744	-30.91946	-54.51589	-100.08141	0
46	14.64606	-136.69656	-150.52895	59.39791	81.367	-143.20592	56.14323	52.07488	23.59643	-30.91946	-54.51589	-100.08141	0
47	17.08707	-139.13757	-155.41097	59.39791	86.24902	-145.64693	56.14323	52.07488	23.59643	-30.91946	-56.9569	-102.52242	0
48	19.52808	-141.57858	-160.29299	59.39791	88.69003	-150.52895	58.58424	52.07488	23.59643	-28.47845	-56.9569	-102.52242	0
49	21.96909	-141.57858	-162.734	59.39791	91.13104	-150.52895	61.02525	52.07488	23.59643	-28.47845	-56.9569	-102.52242	0
50	19.52808	-141.57858	-160.29299	59.39791	88.69003	-150.52895	61.02525	49.63387	23.59643	-30.91946	-56.9569	-104.96343	0
51	19.52808	-144.01959	-162.734	61.83892	91.13104	-152.96996	61.02525	49.63387	23.59643	-33.36047	-56.9569	-107.40444	0
52	19.52808	-148.90161	-167.61602	64.27993	93.57205	-157.85198	58.58424	49.63387	26.03744	-33.36047	-60.21158	-109.84545	0
53	19.52808	-153.78363	-172.49804	66.72094	96.01306	-162.734	56.14323	49.63387	26.03744	-33.36047	-60.21158	-112.28646	0
54	19.52808	-158.66565	-177.38006	69.16195	98.45407	-167.61602	56.14323	49.63387	26.03744	-35.80148	-60.21158	-112.28646	0
55	17.08707	-161.10666	-177.38006	71.60296	96.01306	-167.61602	56.14323	49.63387	26.03744	-35.80148	-60.21158	-114.72747	0
56	17.08707	-165.98868	-182.26208	74.04397	98.45407	-172.49804	56.14323	52.07488	26.03744	-35.80148	-62.65259	-117.16848	0
57	17.08707	-168.42969	-184.70309	74.04397	100.89508	-174.93905	58.58424	52.07488	26.03744	-33.36047	-62.65259	-117.16848	0
58	17.08707	-173.31171	-189.58511	76.48498	103.33609	-179.82107	63.46626	52.07488	28.47845	-28.47845	-60.21158	-117.16848	0
59	17.08707	-178.19373	-194.46713	78.92599	105.7771	-184.70309	63.46626	54.51589	30.91946	-28.47845	-60.21158	-117.16848	0
60	14.64606	-180.63474	-194.46713	81.367	103.33609	-187.1441	65.90727	56.9569	33.36047	-28.47845	-60.21158	-117.16848	0
61	14.64606	-183.07575	-196.90814	83.80801	105.7771	-189.58511	68.34828	61.83892	35.80148	-28.47845	-60.21158	-117.16848	0
62	17.08707	-185.51676	-201.79016	83.80801	108.21811	-192.02612	68.34828	64.27993	40.6835	-26.03744	-56.9569	-114.72747	0
