samplenr	I	II	III	aVR	aVL	aVF	V1	V2	V3	V4	V5	V6	measurement
0	-19.52808	-38.24249	-20.34175	28.47845	-0.81367	-29.29212	43.93818	-30.10579	8.1367	-5.69569	-19.52808	-17.08707	0
1	-21.96909	-38.24249	-17.90074	28.47845	-3.25468	-29.29212	46.37919	-27.66478	8.1367	-5.69569	-19.52808	-17.08707	0
2	-21.96909	-38.24249	-17.90074	28.47845	-3.25468	-29.29212	43.93818	-25.22377	5.69569	-8.1367	-19.52808	-19.52808	0
3	-19.52808	-38.24249	-20.34175	28.47845	-0.81367	-29.29212	43.93818	-22.78276	3.25468	-8.1367	-19.52808	-19.52808	0
4	-24.4101	-38.24249	-15.45973	30.91946	-5.69569	-26.85111	43.93818	-20.34175	5.69569	-8.1367	-17.08707	-21.96909	0
5	-31.73313	-38.24249	-8.1367	33.36047	-13.01872	-24.4101	43.93818	-20.34175	5.69569	-5.69569	-14.64606	-21.96909	0
6	-36.61515	-38.24249	-3.25468	35.80148	-17.90074	-21.96909	46.37919	-17.90074	8.1367	-5.69569	-12.20505	-21.96909	0
7	-36.61515	-40.6835	-5.69569	38.24249	-17.90074	-24.4101	46.37919	-17.90074	8.1367	-5.69569	-14.64606	-24.4101	0
8	-43.93818	-45.56552	-3.25468	43.12451	-22.78276	-24.4101	46.37919	-20.34175	11.39138	-5.69569	-17.08707	-26.85111	0
9	-48.8202	-50.44754	-3.25468	48.00653	-25.22377	-26.85111	48.8202	-20.34175	11.39138	-8.1367	-19.52808	-26.85111	0
10	-53.70222	-48.00653	4.88202	50.44754	-30.10579	-21.96909	53.70222	-15.45973	13.83239	-5.69569	-17.08707	-26.85111	0
11	-53.70222	-45.56552	7.32303	48.00653	-32.5468	-19.52808	58.58424	-10.57771	16.2734	-5.69569	-17.08707	-26.85111	0
12	-43.93818	-45.56552	-3.25468	43.12451	-22.78276	-24.4101	58.58424	-10.57771	13.83239	-5.69569	-17.08707	-26.85111	0
13	-31.73313	-43.12451	-13.01872	35.80148	-10.57771	-29.29212	58.58424	-8.1367	8.1367	-8.1367	-17.08707	-29.29212	0
14	-24.4101	-40.6835	-17.90074	30.91946	-5.69569	-29.29212	58.58424	-8.1367	8.1367	-8.1367	-12.20505	-29.29212	0
15	-19.52808	-40.6835	-22.78276	28.47845	-0.81367	-31.73313	58.58424	-8.1367	8.1367	-8.1367	-12.20505	-29.29212	0
