samplenr	I	II	III	aVR	aVL	aVF	V1	V2	V3	V4	V5	V6	measurement
0	-23.59643	-18.71441	5.69569	18.71441	-15.45973	-6.50936	-249.79669	74.85764	121.23683	71.60296	32.5468	17.08707	0
1	-33.36047	-18.71441	15.45973	23.59643	-25.22377	-2.44101	-254.67871	69.97562	111.47279	66.72094	32.5468	12.20505	0
2	-23.59643	-8.95037	15.45973	13.83239	-20.34175	1.62734	-249.79669	74.85764	111.47279	66.72094	32.5468	12.20505	0
3	-13.83239	-4.06835	10.57771	8.95037	-10.57771	1.62734	-235.15063	84.62168	116.35481	66.72094	37.42882	17.08707	0
4	-23.59643	-8.95037	15.45973	13.83239	-20.34175	1.62734	-225.38659	79.73966	111.47279	56.9569	37.42882	7.32303	0
5	-33.36047	-8.95037	25.22377	18.71441	-30.10579	6.50936	-230.26861	74.85764	101.70875	52.07488	32.5468	3.25468	0
6	-28.47845	-8.95037	20.34175	18.71441	-25.22377	6.50936	-225.38659	74.85764	106.59077	56.9569	42.31084	3.25468	0
7	-28.47845	-8.95037	20.34175	18.71441	-25.22377	6.50936	-220.50457	79.73966	101.70875	52.07488	42.31084	3.25468	0
8	-28.47845	-4.06835	25.22377	18.71441	-25.22377	11.39138	-215.62255	89.5037	106.59077	56.9569	47.19286	12.20505	0
9	-33.36047	-4.06835	30.10579	18.71441	-30.10579	11.39138	-215.62255	89.5037	111.47279	56.9569	47.19286	12.20505	0
10	-43.12451	0.81367	43.93818	18.71441	-44.75185	21.15542	-220.50457	84.62168	111.47279	56.9569	47.19286	17.08707	0
11	-52.88855	0.81367	52.88855	23.59643	-54.51589	26.03744	-225.38659	74.85764	106.59077	56.9569	37.42882	12.20505	0
12	-52.88855	-4.06835	48.00653	28.47845	-49.63387	21.15542	-210.74053	69.97562	101.70875	52.07488	32.5468	7.32303	0
13	-52.88855	-8.95037	43.93818	28.47845	-49.63387	16.2734	-196.09447	74.85764	101.70875	52.07488	37.42882	7.32303	0
14	-62.65259	-8.95037	52.88855	33.36047	-59.39791	21.15542	-191.21245	69.97562	96.82673	52.07488	37.42882	7.32303	0
15	-72.41663	-8.95037	62.65259	38.24249	-68.34828	26.03744	-200.97649	55.32956	87.06269	42.31084	27.66478	3.25468	0
16	-72.41663	-8.95037	62.65259	38.24249	-68.34828	26.03744	-196.09447	55.32956	82.18067	37.42882	27.66478	3.25468	0
17	-62.65259	0.81367	62.65259	28.47845	-64.27993	30.91946	-191.21245	55.32956	82.18067	37.42882	27.66478	3.25468	0
18	-57.77057	10.57771	67.53461	23.59643	-64.27993	40.6835	-176.56639	60.21158	82.18067	37.42882	32.5468	7.32303	0
19	-62.65259	5.69569	67.53461	28.47845	-64.27993	35.80148	-176.56639	60.21158	82.18067	42.31084	37.42882	17.08707	0
20	-57.77057	10.57771	67.53461	23.59643	-64.27993	40.6835	-171.68437	60.21158	82.18067	47.19286	37.42882	17.08707	0
21	-72.41663	0.81367	72.41663	33.36047	-72.41663	35.80148	-171.68437	60.21158	77.29865	47.19286	32.5468	12.20505	0
22	-91.13104	0.81367	91.94471	43.12451	-91.94471	45.56552	-161.92033	69.97562	72.41663	47.19286	27.66478	12.20505	0
23	-91.13104	0.81367	91.94471	43.12451	-91.94471	45.56552	-152.15629	65.0936	67.53461	42.31084	22.78276	7.32303	0
24	-82.18067	10.57771	91.94471	33.36047	-87.06269	50.44754	-147.27427	60.21158	67.53461	37.42882	22.78276	12.20505	0
25	-82.18067	10.57771	91.94471	33.36047	-87.06269	50.44754	-147.27427	50.44754	62.65259	37.42882	22.78276	12.20505	0
26	-77.29865	15.45973	91.94471	33.36047	-82.18067	55.32956	-142.39225	50.44754	67.53461	42.31084	27.66478	17.08707	0
27	-77.29865	20.34175	96.82673	28.47845	-87.06269	60.21158	-142.39225	50.44754	62.65259	37.42882	32.5468	21.96909	0
28	-77.29865	25.22377	101.70875	28.47845	-87.06269	65.0936	-137.51023	50.44754	62.65259	37.42882	32.5468	21.96909	0
29	-82.18067	25.22377	106.59077	28.47845	-91.94471	65.0936	-127.74619	50.44754	57.77057	37.42882	32.5468	31.73313	0
30	-82.18067	25.22377	106.59077	28.47845	-91.94471	65.0936	-132.62821	40.6835	48.00653	32.5468	22.78276	26.85111	0
31	-77.29865	25.22377	101.70875	28.47845	-87.06269	65.0936	-137.51023	30.91946	43.12451	22.78276	17.90074	21.96909	0
32	-77.29865	25.22377	101.70875	28.47845	-87.06269	65.0936	-132.62821	30.91946	43.12451	17.90074	17.90074	21.96909	0
33	-82.18067	25.22377	106.59077	28.47845	-91.94471	65.0936	-127.74619	30.91946	38.24249	17.90074	17.90074	17.08707	0
34	-91.13104	15.45973	106.59077	38.24249	-96.82673	60.21158	-137.51023	26.03744	38.24249	17.90074	22.78276	21.96909	0
35	-91.13104	10.57771	101.70875	38.24249	-96.82673	55.32956	-152.15629	21.15542	33.36047	13.01872	17.90074	17.08707	0
36	-95.19939	15.45973	111.47279	38.24249	-101.70875	60.21158	-157.03831	16.2734	23.59643	8.95037	17.90074	7.32303	0
37	-91.13104	15.45973	106.59077	38.24249	-96.82673	60.21158	-157.03831	16.2734	23.59643	8.95037	22.78276	7.32303	0
38	-91.13104	10.57771	101.70875	38.24249	-96.82673	55.32956	-147.27427	16.2734	23.59643	8.95037	17.90074	3.25468	0
39	-87.06269	10.57771	96.82673	38.24249	-91.94471	55.32956	-142.39225	21.15542	43.12451	8.95037	17.90074	7.32303	0
40	-72.41663	20.34175	91.94471	23.59643	-82.18067	55.32956	-147.27427	11.39138	52.88855	8.95037	17.90074	7.32303	0
41	-77.29865	20.34175	96.82673	28.47845	-87.06269	60.21158	-157.03831	11.39138	52.88855	8.95037	13.01872	12.20505	0
42	-77.29865	20.34175	96.82673	28.47845	-87.06269	60.21158	-171.68437	6.50936	48.00653	4.88202	8.95037	7.32303	0
43	-77.29865	20.34175	96.82673	28.47845	-87.06269	60.21158	-161.92033	11.39138	52.88855	0	8.95037	12.20505	0
44	-67.53461	20.34175	87.06269	23.59643	-77.29865	55.32956	-147.27427	21.15542	62.65259	8.95037	13.01872	21.96909	0
45	-67.53461	20.34175	87.06269	23.59643	-77.29865	55.32956	-152.15629	16.2734	57.77057	8.95037	8.95037	17.08707	0
46	-67.53461	15.45973	82.18067	28.47845	-72.41663	50.44754	-161.92033	6.50936	52.88855	8.95037	8.95037	17.08707	0
47	-72.41663	15.45973	87.06269	28.47845	-77.29865	50.44754	-166.80235	6.50936	48.00653	8.95037	8.95037	17.08707	0
48	-87.06269	20.34175	106.59077	33.36047	-96.82673	65.0936	-157.03831	6.50936	48.00653	8.95037	13.01872	21.96909	0
49	-91.13104	15.45973	106.59077	38.24249	-96.82673	60.21158	-152.15629	6.50936	48.00653	13.01872	17.90074	21.96909	0
50	-82.18067	20.34175	101.70875	28.47845	-91.94471	60.21158	-152.15629	11.39138	52.88855	13.01872	22.78276	26.85111	0
51	-77.29865	10.57771	87.06269	33.36047	-82.18067	50.44754	-157.03831	6.50936	52.88855	8.95037	22.78276	26.85111	0
52	-77.29865	10.57771	87.06269	33.36047	-82.18067	50.44754	-147.27427	11.39138	48.00653	8.95037	27.66478	26.85111	0
53	-77.29865	20.34175	96.82673	28.47845	-87.06269	60.21158	-132.62821	21.15542	48.00653	13.01872	32.5468	26.85111	0
54	-82.18067	25.22377	106.59077	28.47845	-91.94471	65.0936	-127.74619	21.15542	52.88855	17.90074	37.42882	26.85111	0
55	-77.29865	34.98781	111.47279	23.59643	-91.94471	74.85764	-127.74619	26.03744	57.77057	27.66478	42.31084	31.73313	0
56	-72.41663	39.86983	111.47279	13.83239	-91.94471	74.85764	-122.86417	26.03744	72.41663	37.42882	47.19286	31.73313	0
57	-67.53461	44.75185	111.47279	13.83239	-87.06269	79.73966	-117.98215	30.91946	77.29865	42.31084	47.19286	36.61515	0
58	-72.41663	44.75185	116.35481	13.83239	-91.94471	79.73966	-108.21811	40.6835	82.18067	47.19286	47.19286	46.37919	0
59	-72.41663	49.63387	121.23683	8.95037	-96.82673	84.62168	-108.21811	45.56552	77.29865	37.42882	47.19286	41.49717	0
60	-62.65259	64.27993	126.11885	-0.81367	-91.94471	94.38572	-113.10013	35.80148	72.41663	37.42882	42.31084	31.73313	0
61	-57.77057	78.92599	135.88289	-10.57771	-96.82673	109.03178	-117.98215	40.6835	77.29865	42.31084	47.19286	36.61515	0
62	-48.00653	83.80801	131.00087	-15.45973	-87.06269	109.03178	-117.98215	50.44754	82.18067	47.19286	52.07488	31.73313	0
63	-43.12451	88.69003	131.00087	-25.22377	-87.06269	109.03178	-113.10013	50.44754	91.94471	56.9569	52.07488	41.49717	0
64	-33.36047	93.57205	126.11885	-30.10579	-77.29865	109.03178	-108.21811	55.32956	106.59077	61.83892	61.83892	46.37919	0
65	-13.83239	103.33609	116.35481	-44.75185	-64.27993	109.03178	-103.33609	55.32956	111.47279	66.72094	71.60296	56.14323	0
66	-18.71441	93.57205	111.47279	-34.98781	-64.27993	104.14976	-113.10013	50.44754	111.47279	61.83892	71.60296	51.26121	0
67	-13.83239	98.45407	111.47279	-44.75185	-64.27993	104.14976	-122.86417	50.44754	106.59077	61.83892	71.60296	51.26121	0
68	-13.83239	108.21811	121.23683	-49.63387	-68.34828	113.9138	-127.74619	55.32956	106.59077	66.72094	66.72094	51.26121	0
69	-18.71441	103.33609	121.23683	-39.86983	-68.34828	113.9138	-127.74619	60.21158	111.47279	76.48498	76.48498	51.26121	0
70	-18.71441	108.21811	126.11885	-44.75185	-72.41663	118.79582	-137.51023	50.44754	116.35481	76.48498	81.367	51.26121	0
71	-28.47845	113.10013	140.76491	-39.86983	-82.18067	128.55986	-157.03831	35.80148	116.35481	61.83892	71.60296	46.37919	0
72	-23.59643	122.86417	145.64693	-49.63387	-82.18067	133.44188	-171.68437	26.03744	116.35481	61.83892	76.48498	51.26121	0
73	-13.83239	127.74619	140.76491	-59.39791	-77.29865	133.44188	-176.56639	21.15542	126.11885	66.72094	81.367	61.02525	0
74	-28.47845	117.98215	145.64693	-44.75185	-87.06269	133.44188	-186.33043	16.2734	126.11885	56.9569	81.367	70.78929	0
75	-33.36047	113.10013	145.64693	-39.86983	-87.06269	128.55986	-200.97649	6.50936	131.00087	61.83892	81.367	75.67131	0
76	-4.06835	132.62821	135.88289	-64.27993	-68.34828	133.44188	-196.09447	6.50936	135.88289	71.60296	91.13104	80.55333	0
77	25.22377	157.03831	131.00087	-93.57205	-54.51589	143.20592	-196.09447	16.2734	140.76491	81.367	100.89508	90.31737	0
78	34.98781	161.92033	126.11885	-98.45407	-44.75185	143.20592	-196.09447	16.2734	140.76491	91.13104	105.7771	95.19939	0
79	44.75185	152.15629	106.59077	-98.45407	-30.10579	128.55986	-200.97649	11.39138	135.88289	86.24902	110.65912	90.31737	0
80	49.63387	147.27427	96.82673	-98.45407	-25.22377	123.67784	-205.85851	11.39138	135.88289	86.24902	115.54114	85.43535	0
81	44.75185	137.51023	91.94471	-93.57205	-25.22377	113.9138	-215.62255	11.39138	131.00087	81.367	110.65912	80.55333	0
82	39.86983	117.98215	77.29865	-78.92599	-20.34175	99.26774	-220.50457	6.50936	126.11885	76.48498	105.7771	75.67131	0
83	30.10579	83.80801	52.88855	-54.51589	-10.57771	69.97562	-225.38659	6.50936	121.23683	66.72094	96.01306	70.78929	0
84	30.10579	69.16195	39.86983	-49.63387	-5.69569	55.32956	-230.26861	2.44101	111.47279	56.9569	86.24902	65.90727	0
85	34.98781	59.39791	25.22377	-49.63387	4.06835	40.6835	-249.79669	2.44101	111.47279	52.07488	81.367	65.90727	0
