samplenr	I	II	III	aVR	aVL	aVF	V1	V2	V3	V4	V5	V6	measurement
0	-0.81367	1.62734	3.25468	0	-1.62734	2.44101	0	-3.25468	-0.81367	0	0	0.81367	0
1	-5.69569	7.32303	13.01872	-0.81367	-8.95037	9.76404	-3.25468	-15.45973	-3.25468	0	1.62734	4.06835	0
2	-9.76404	13.83239	24.4101	-3.25468	-17.08707	19.52808	-9.76404	-31.73313	-6.50936	0	4.06835	8.1367	0
3	-11.39138	16.2734	30.91946	-3.25468	-18.71441	27.66478	-19.52808	-46.37919	-5.69569	1.62734	6.50936	9.76404	0
4	-13.01872	13.01872	31.73313	-0.81367	-15.45973	34.17414	-26.85111	-56.14323	-1.62734	5.69569	6.50936	11.39138	0
5	-11.39138	10.57771	29.29212	-0.81367	-11.39138	35.80148	-29.29212	-60.21158	1.62734	8.1367	7.32303	13.01872	0
6	-8.1367	13.83239	27.66478	-4.06835	-10.57771	34.17414	-30.10579	-62.65259	0.81367	8.95037	9.76404	16.2734	0
7	-5.69569	17.08707	29.29212	-4.88202	-14.64606	31.73313	-30.91946	-66.72094	-0.81367	9.76404	11.39138	20.34175	0
8	-5.69569	21.15542	30.10579	0.81367	-21.15542	31.73313	-32.5468	-72.41663	-4.06835	8.1367	10.57771	24.4101	0
9	-9.76404	28.47845	28.47845	10.57771	-22.78276	33.36047	-34.17414	-78.11232	-8.1367	4.88202	11.39138	26.03744	0
10	-9.76404	31.73313	25.22377	13.01872	-20.34175	31.73313	-34.98781	-82.99434	-15.45973	0	9.76404	24.4101	0
11	-4.06835	26.85111	18.71441	6.50936	-17.08707	22.78276	-37.42882	-87.87636	-24.4101	-4.06835	7.32303	20.34175	0
12	0.81367	21.15542	12.20505	0.81367	-13.01872	16.2734	-41.49717	-89.5037	-29.29212	-4.88202	7.32303	17.90074	0
13	4.06835	14.64606	10.57771	-3.25468	-13.01872	11.39138	-42.31084	-85.43535	-28.47845	-0.81367	12.20505	20.34175	0
14	4.88202	4.88202	10.57771	-11.39138	-17.90074	5.69569	-41.49717	-78.11232	-24.4101	5.69569	20.34175	25.22377	0
15	0	0	16.2734	-15.45973	-22.78276	4.88202	-41.49717	-71.60296	-17.90074	10.57771	26.03744	25.22377	0
16	-7.32303	0.81367	23.59643	-12.20505	-24.4101	10.57771	-40.6835	-69.16195	-12.20505	13.01872	24.4101	18.71441	0
17	-11.39138	6.50936	28.47845	-8.1367	-25.22377	17.08707	-39.86983	-69.97562	-11.39138	12.20505	18.71441	11.39138	0
18	-8.95037	17.08707	33.36047	-8.1367	-24.4101	25.22377	-39.86983	-73.2303	-13.83239	8.1367	10.57771	4.06835	0
19	-3.25468	28.47845	37.42882	-11.39138	-21.15542	33.36047	-39.86983	-78.11232	-16.2734	0.81367	4.06835	-1.62734	0
20	0	33.36047	35.80148	-13.83239	-17.08707	35.80148	-42.31084	-81.367	-17.90074	-4.88202	-0.81367	-3.25468	0
21	0	30.91946	32.5468	-13.01872	-14.64606	32.5468	-44.75185	-81.367	-19.52808	-9.76404	-4.06835	3.25468	0
