samplenr	I	II	III	aVR	aVL	aVF	V1	V2	V3	V4	V5	V6	measurement
0	-17.90074	-131.81454	-114.72747	74.85764	47.19286	-124.49151	61.83892	-8.1367	10.57771	4.88202	-1.62734	-13.83239	0
1	-17.90074	-129.37353	-112.28646	72.41663	47.19286	-122.0505	61.83892	-8.1367	10.57771	1.62734	-1.62734	-16.2734	0
2	-20.34175	-129.37353	-109.84545	74.85764	44.75185	-119.60949	59.39791	-13.01872	8.1367	-0.81367	-6.50936	-21.15542	0
3	-25.22377	-126.93252	-102.52242	74.85764	37.42882	-114.72747	59.39791	-13.01872	5.69569	-3.25468	-8.95037	-23.59643	0
4	-34.98781	-129.37353	-95.19939	82.18067	30.10579	-112.28646	59.39791	-10.57771	8.1367	-0.81367	-8.95037	-23.59643	0
5	-42.31084	-129.37353	-87.87636	84.62168	22.78276	-109.84545	64.27993	-5.69569	13.01872	1.62734	-6.50936	-18.71441	0
6	-39.86983	-129.37353	-90.31737	84.62168	25.22377	-109.84545	69.16195	-3.25468	17.90074	4.88202	-1.62734	-13.83239	0
7	-37.42882	-122.0505	-85.43535	79.73966	22.78276	-104.96343	74.04397	1.62734	25.22377	12.20505	4.06835	-6.50936	0
8	-30.10579	-114.72747	-85.43535	72.41663	27.66478	-100.08141	76.48498	6.50936	32.5468	14.64606	11.39138	-1.62734	0
9	-20.34175	-104.96343	-85.43535	62.65259	32.5468	-95.19939	76.48498	8.95037	32.5468	17.08707	13.83239	0.81367	0
10	-13.01872	-95.19939	-82.99434	52.88855	34.98781	-90.31737	76.48498	8.95037	32.5468	17.08707	13.83239	0.81367	0
11	-10.57771	-90.31737	-80.55333	50.44754	34.98781	-85.43535	74.04397	8.95037	27.66478	9.76404	8.95037	-4.06835	0
12	-10.57771	-87.87636	-78.11232	48.00653	32.5468	-82.99434	69.16195	6.50936	22.78276	1.62734	4.06835	-11.39138	0
13	-13.01872	-92.75838	-80.55333	52.88855	32.5468	-87.87636	69.16195	4.06835	17.90074	-0.81367	-1.62734	-16.2734	0
14	-13.01872	-97.6404	-85.43535	55.32956	34.98781	-92.75838	66.72094	4.06835	15.45973	-3.25468	-6.50936	-21.15542	0
15	-17.90074	-100.08141	-82.99434	57.77057	32.5468	-92.75838	66.72094	6.50936	15.45973	-3.25468	-6.50936	-21.15542	0
16	-17.90074	-102.52242	-85.43535	60.21158	32.5468	-95.19939	69.16195	8.95037	17.90074	-0.81367	-1.62734	-16.2734	0
17	-15.45973	-100.08141	-85.43535	57.77057	34.98781	-92.75838	71.60296	11.39138	20.34175	1.62734	1.62734	-11.39138	0
18	-10.57771	-90.31737	-80.55333	50.44754	34.98781	-85.43535	74.04397	11.39138	25.22377	4.88202	6.50936	-4.06835	0
19	2.44101	-80.55333	-82.99434	38.24249	42.31084	-80.55333	74.04397	11.39138	25.22377	4.88202	11.39138	-4.06835	0
20	12.20505	-70.78929	-82.99434	28.47845	47.19286	-75.67131	66.72094	11.39138	20.34175	1.62734	8.95037	-4.06835	0
21	14.64606	-63.46626	-78.11232	23.59643	44.75185	-70.78929	61.83892	6.50936	15.45973	-0.81367	6.50936	-8.95037	0
22	17.08707	-61.02525	-78.11232	21.15542	47.19286	-68.34828	54.51589	1.62734	8.1367	-5.69569	-1.62734	-16.2734	0
23	17.08707	-61.02525	-78.11232	21.15542	47.19286	-68.34828	47.19286	-3.25468	2.44101	-13.01872	-6.50936	-23.59643	0
24	17.08707	-63.46626	-80.55333	23.59643	47.19286	-70.78929	39.86983	-5.69569	-2.44101	-17.90074	-11.39138	-26.03744	0
25	17.08707	-65.90727	-82.99434	23.59643	49.63387	-73.2303	37.42882	-5.69569	-2.44101	-17.90074	-11.39138	-26.03744	0
26	14.64606	-68.34828	-82.99434	26.03744	47.19286	-75.67131	34.98781	-5.69569	-2.44101	-17.90074	-11.39138	-23.59643	0
27	21.96909	-65.90727	-87.87636	21.15542	54.51589	-75.67131	37.42882	-5.69569	-2.44101	-17.90074	-8.95037	-18.71441	0
28	29.29212	-61.02525	-90.31737	16.2734	59.39791	-75.67131	34.98781	-5.69569	-2.44101	-15.45973	-6.50936	-13.83239	0
29	36.61515	-56.14323	-92.75838	8.95037	64.27993	-73.2303	30.10579	-5.69569	-7.32303	-17.90074	-6.50936	-13.83239	0
30	43.93818	-56.14323	-100.08141	5.69569	71.60296	-78.11232	24.4101	-13.01872	-14.64606	-25.22377	-11.39138	-18.71441	0
31	43.93818	-58.58424	-102.52242	5.69569	71.60296	-80.55333	21.96909	-20.34175	-21.96909	-32.5468	-18.71441	-26.03744	0
