samplenr	I	II	III	aVR	aVL	aVF	V1	V2	V3	V4	V5	V6	measurement
0	9.76404	-8.1367	-17.90074	-0.81367	13.83239	-13.01872	5.69569	15.45973	18.71441	4.06835	0	-0.81367	0
1	48.00653	-36.61515	-84.62168	-4.88202	65.90727	-60.21158	24.4101	69.97562	87.06269	23.59643	4.88202	-4.06835	0
2	114.72747	-79.73966	-194.46713	-17.08707	154.5973	-136.69656	50.44754	152.96996	202.60383	61.83892	20.34175	-4.06835	0
3	201.79016	-121.23683	-323.02699	-39.86983	262.00174	-222.13191	70.78929	235.15063	342.55507	122.86417	52.88855	8.95037	0
4	300.24423	-151.34262	-452.40052	-74.85764	375.91554	-301.87157	74.85764	296.17588	489.82934	207.48585	109.03178	41.49717	0
5	403.58032	-161.92033	-567.12799	-121.23683	484.94732	-364.52416	55.32956	322.21332	631.40792	316.51763	192.02612	97.6404	0
6	506.91641	-151.34262	-659.0727	-178.19373	582.58772	-405.20766	8.1367	307.56726	759.15411	449.95951	301.87157	177.38006	0
7	603.74314	-118.79582	-723.35263	-242.47366	663.14105	-421.48106	-69.97562	249.79669	867.37222	604.55681	436.12712	279.08881	0
8	688.36482	-66.72094	-756.7131	-311.63561	721.72529	-411.71702	-179.0074	147.27427	950.36656	776.24118	589.91075	399.51197	0
9	755.89943	1.62734	-754.27209	-379.98389	755.08576	-375.91554	-310.82194	7.32303	1006.50979	957.68959	758.34044	532.95385	0
10	799.83761	82.99434	-716.84327	-442.63648	758.34044	-316.51763	-456.46887	-161.92033	1034.17457	1139.95167	930.83848	672.09142	0
11	816.11101	170.05703	-646.05398	-493.89769	730.67566	-237.59164	-603.74314	-350.69177	1025.2242	1305.12668	1091.94514	805.5333	0
12	802.27862	254.67871	-547.59991	-529.69917	674.53243	-145.64693	-742.06704	-547.59991	970.70831	1432.0592	1224.57335	921.07444	0
13	759.15411	329.53635	-429.61776	-545.1589	593.9791	-49.63387	-865.74488	-741.25337	863.30387	1499.59381	1312.44971	1007.32346	0
14	691.6195	388.93426	-301.87157	-541.09055	496.3387	43.12451	-969.89464	-921.07444	702.19721	1497.96647	1347.43752	1056.95733	0
15	606.99782	432.87244	-174.12538	-520.7488	389.74793	129.37353	-1050.44797	-1082.1811	492.27035	1428.80452	1331.16412	1071.60339	0
16	513.42577	464.60557	-48.8202	-489.82934	280.71615	207.48585	-1106.5912	-1220.505	244.91467	1302.68567	1272.57988	1056.95733	0
17	416.59904	485.76099	69.16195	-452.40052	173.31171	277.46147	-1136.69699	-1331.16412	-25.22377	1131.0013	1178.19416	1016.27383	0
18	318.95864	499.59338	179.82107	-410.08968	68.34828	340.11406	-1139.138	-1408.46277	-301.0579	925.95646	1055.32999	952.80757	0
19	222.13191	505.28907	282.34349	-364.52416	-30.10579	393.81628	-1112.28689	-1446.70526	-562.24597	702.19721	909.68306	868.18589	0
20	129.37353	502.84806	372.66086	-316.51763	-122.0505	437.75446	-1057.771	-1442.63691	-786.00522	475.99695	750.20374	764.8498	0
21	43.93818	493.08402	448.33217	-269.32477	-202.60383	471.11493	-982.09969	-1399.5124	-954.43491	266.07009	585.8424	650.936	0
22	-29.29212	475.99695	505.28907	-223.75925	-267.69743	490.64301	-892.59599	-1323.84109	-1063.46669	84.62168	430.43143	534.58119	0
