samplenr	I	II	III	aVR	aVL	aVF	V1	V2	V3	V4	V5	V6	measurement
0	-0.81367	-6.50936	-5.69569	4.06835	2.44101	-6.50936	-0.81367	-2.44101	-0.81367	2.44101	0	0	0
1	-4.06835	-29.29212	-25.22377	16.2734	11.39138	-27.66478	-4.06835	-10.57771	-3.25468	12.20505	2.44101	-2.44101	0
2	-6.50936	-61.02525	-53.70222	33.36047	24.4101	-56.9569	-10.57771	-20.34175	-6.50936	24.4101	4.06835	-4.06835	0
3	-7.32303	-84.62168	-78.11232	56.14323	34.17414	-82.99434	-21.15542	-27.66478	-9.76404	33.36047	5.69569	-3.25468	0
4	-4.88202	-67.53461	-100.08141	74.85764	41.49717	-110.65912	-27.66478	-35.80148	-13.83239	39.05616	5.69569	-1.62734	0
5	-2.44101	-16.2734	-122.86417	72.41663	49.63387	-145.64693	-30.10579	-42.31084	-15.45973	40.6835	4.88202	0	0
6	-4.06835	0.81367	-136.69656	64.27993	54.51589	-165.98868	-28.47845	-43.93818	-13.83239	42.31084	5.69569	1.62734	0
7	-8.95037	-29.29212	-137.51023	64.27993	55.32956	-164.36134	-26.85111	-42.31084	-11.39138	45.56552	8.95037	4.06835	0
8	-14.64606	-74.85764	-135.06922	72.41663	54.51589	-157.03831	-24.4101	-39.05616	-7.32303	53.70222	14.64606	6.50936	0
9	-17.90074	-100.89508	-128.55986	94.38572	53.70222	-140.76491	-20.34175	-32.5468	0.81367	65.90727	22.78276	10.57771	0
10	-17.90074	-94.38572	-116.35481	122.0505	52.07488	-113.10013	-15.45973	-26.85111	8.95037	75.67131	30.10579	13.83239	0
11	-17.08707	-89.5037	-108.21811	131.81454	51.26121	-95.19939	-12.20505	-26.03744	10.57771	76.48498	31.73313	13.83239	0
12	-16.2734	-100.89508	-109.03178	122.0505	50.44754	-98.45407	-13.83239	-29.29212	7.32303	70.78929	28.47845	9.76404	0
13	-15.45973	-112.28646	-112.28646	99.26774	49.63387	-107.40444	-18.71441	-32.5468	1.62734	61.02525	21.15542	5.69569	0
14	-13.01872	-129.37353	-117.16848	83.80801	49.63387	-122.86417	-21.15542	-39.86983	-4.88202	50.44754	13.01872	0	0
15	-8.1367	-161.10666	-127.74619	92.75838	52.07488	-147.27427	-18.71441	-47.19286	-10.57771	42.31084	4.88202	-2.44101	0
16	-1.62734	-175.75272	-132.62821	97.6404	55.32956	-157.03831	-14.64606	-52.07488	-14.64606	36.61515	2.44101	-3.25468	0
17	2.44101	-159.47932	-126.93252	84.62168	56.9569	-145.64693	-9.76404	-61.83892	-23.59643	30.91946	3.25468	-0.81367	0
18	4.88202	-134.25555	-114.72747	69.97562	55.32956	-126.93252	-5.69569	-79.73966	-44.75185	20.34175	4.88202	2.44101	0
19	4.06835	-140.76491	-94.38572	69.16195	48.8202	-143.20592	-4.88202	-104.96343	-80.55333	-0.81367	1.62734	4.88202	0
20	3.25468	-184.70309	-63.46626	78.92599	36.61515	-198.53548	-7.32303	-138.3239	-139.13757	-45.56552	-10.57771	4.06835	0
21	2.44101	-192.83979	-36.61515	76.48498	25.22377	-212.36787	-8.95037	-184.70309	-224.57292	-116.35481	-34.98781	0	0
22	3.25468	-150.52895	-23.59643	56.14323	18.71441	-168.42969	-13.01872	-237.59164	-331.16369	-207.48585	-63.46626	-0.81367	0
23	7.32303	-88.69003	-18.71441	24.4101	16.2734	-107.40444	-18.71441	-264.44275	-411.71702	-305.12625	-87.06269	8.1367	0
24	18.71441	-34.17414	-17.90074	-7.32303	19.52808	-56.14323	-20.34175	-244.101	-454.02786	-393.81628	-95.19939	37.42882	0
25	43.12451	-3.25468	-21.96909	-24.4101	30.10579	-26.03744	-42.31084	-275.02046	-523.18981	-458.09621	-76.48498	91.94471	0
26	78.92599	34.98781	-18.71441	-50.44754	43.93818	4.88202	-112.28646	-462.16456	-630.59425	-484.94732	-21.96909	175.75272	0
27	122.0505	102.52242	-2.44101	-102.52242	56.9569	51.26121	-202.60383	-730.67566	-724.1663	-462.97823	71.60296	288.03918	0
28	174.93905	217.24989	21.15542	-185.51676	71.60296	139.13757	-283.15716	-978.84501	-773.80017	-384.05224	205.85851	429.61776	0
29	235.15063	347.43709	16.2734	-303.49891	100.08141	238.40531	-353.13278	-1204.2316	-776.24118	-254.67871	375.10187	594.79277	0
30	295.36221	410.08968	-21.15542	-419.85372	126.11885	268.5111	-419.04005	-1426.36351	-744.50805	-92.75838	569.569	792.51458	0
31	338.48672	454.02786	-2.44101	-494.71136	99.26774	288.03918	-478.43796	-1641.17239	-692.43317	93.57205	778.68219	1013.83282	0
32	338.48672	538.64954	120.42316	-523.18981	38.24249	370.21985	-514.23944	-1833.19851	-628.96691	298.61689	963.38528	1201.79059	0
33	277.46147	593.16543	291.29386	-496.3387	-13.01872	450.77318	-505.28907	-1982.91379	-563.87331	499.59338	1087.87679	1317.33173	0
34	169.24336	545.97257	476.81062	-395.44362	-69.16195	505.28907	-454.02786	-2065.09446	-493.89769	660.70004	1166.80278	1340.11449	0
35	43.93818	440.19547	656.63169	-252.2377	-148.08794	576.89203	-384.86591	-2082.18153	-476.81062	737.18502	1170.05746	1259.56116	0
36	-73.2303	350.69177	740.4397	-128.55986	-239.21898	606.18415	-334.41837	-2074.8585	-564.68698	679.41445	1043.93861	1086.24945	0
37	-176.56639	278.27514	708.70657	-35.80148	-314.89029	550.85459	-319.77231	-2080.55419	-709.52024	436.12712	769.73182	836.45276	0
38	-255.49238	230.26861	656.63169	32.5468	-385.67958	483.31998	-328.72268	-2098.45493	-911.3104	-1.62734	367.77884	528.8855	0
39	-306.75359	209.92686	622.45755	73.2303	-446.70483	437.75446	-345.80975	-2120.42402	-1183.07618	-542.71789	-81.367	205.85851	0
40	-339.30039	154.5973	540.27688	109.03178	-452.40052	356.38746	-370.21985	-2093.57291	-1405.20809	-991.05006	-471.9286	-81.367	0
41	-358.82847	36.61515	396.25729	164.36134	-397.88463	218.06356	-410.08968	-1956.87635	-1470.30169	-1221.31867	-737.18502	-301.87157	0
42	-359.64214	-97.6404	242.47366	226.20026	-318.95864	70.78929	-462.97823	-1768.91858	-1426.36351	-1283.15759	-861.67653	-438.56813	0
43	-337.67305	-205.04484	73.2303	263.62908	-218.87723	-50.44754	-520.7488	-1587.47017	-1338.48715	-1240.84675	-868.18589	-496.3387	0
44	-294.54854	-281.52982	-62.65259	281.52982	-124.49151	-96.82673	-572.01001	-1404.39442	-1209.92729	-1117.16891	-799.83761	-493.89769	0
45	-238.40531	-340.92773	-84.62168	294.54854	-87.06269	-68.34828	-602.1158	-1213.18197	-1044.75228	-947.92555	-691.6195	-452.40052	0
46	-181.44841	-363.71049	-72.41663	287.22551	-65.90727	-61.02525	-599.67479	-1010.57814	-856.79451	-763.22246	-570.38267	-388.12059	0
47	-131.81454	-343.36874	-92.75838	252.2377	-27.66478	-98.45407	-563.87331	-811.22899	-668.83674	-585.02873	-450.77318	-316.51763	0
48	-95.19939	-305.12625	-120.42316	195.2808	7.32303	-140.76491	-519.12146	-665.58206	-528.8855	-445.89116	-342.55507	-246.54201	0
