samplenr	I	II	III	aVR	aVL	aVF	V1	V2	V3	V4	V5	V6	measurement
0	-30.10579	-110.65912	-80.55333	69.97562	24.4101	-96.82673	-26.85111	33.36047	-80.55333	29.29212	48.00653	-18.71441	0
1	-25.22377	-103.33609	-78.11232	62.65259	26.85111	-91.94471	-26.85111	33.36047	-80.55333	31.73313	60.21158	-18.71441	0
2	-15.45973	-96.01306	-80.55333	55.32956	31.73313	-89.5037	-24.4101	33.36047	-75.67131	31.73313	84.62168	-16.2734	0
3	-13.01872	-100.89508	-87.87636	55.32956	36.61515	-94.38572	-29.29212	30.91946	-75.67131	31.73313	94.38572	-16.2734	0
4	-20.34175	-110.65912	-90.31737	65.0936	34.17414	-101.70875	-34.17414	23.59643	-80.55333	26.85111	82.18067	-21.15542	0
5	-27.66478	-117.98215	-90.31737	72.41663	31.73313	-104.14976	-39.05616	21.15542	-85.43535	24.4101	52.88855	-23.59643	0
6	-32.5468	-122.86417	-90.31737	77.29865	29.29212	-106.59077	-41.49717	16.2734	-87.87636	24.4101	16.2734	-23.59643	0
7	-37.42882	-130.1872	-92.75838	82.18067	26.85111	-111.47279	-41.49717	16.2734	-87.87636	24.4101	-16.2734	-23.59643	0
8	-54.51589	-137.51023	-82.99434	94.38572	14.64606	-111.47279	-46.37919	16.2734	-90.31737	24.4101	-48.00653	-26.03744	0
9	-61.83892	-132.62821	-70.78929	96.82673	4.88202	-101.70875	-46.37919	21.15542	-90.31737	26.85111	-55.32956	-21.15542	0
10	-61.83892	-120.42316	-58.58424	89.5037	-2.44101	-89.5037	-39.05616	28.47845	-85.43535	34.17414	-33.36047	-13.83239	0
11	-56.9569	-117.98215	-61.02525	87.06269	2.44101	-89.5037	-39.05616	30.91946	-82.99434	34.17414	6.50936	-11.39138	0
12	-54.51589	-117.98215	-63.46626	84.62168	4.88202	-91.94471	-39.05616	30.91946	-80.55333	36.61515	55.32956	-11.39138	0
13	-54.51589	-113.10013	-58.58424	82.18067	2.44101	-87.06269	-39.05616	30.91946	-78.11232	39.05616	94.38572	-8.95037	0
14	-52.07488	-113.10013	-61.02525	82.18067	4.88202	-87.06269	-36.61515	30.91946	-75.67131	41.49717	111.47279	-6.50936	0
15	-52.07488	-117.98215	-65.90727	84.62168	7.32303	-91.94471	-39.05616	30.91946	-78.11232	41.49717	104.14976	-8.95037	0
16	-54.51589	-130.1872	-75.67131	91.94471	9.76404	-104.14976	-46.37919	21.15542	-85.43535	34.17414	67.53461	-13.83239	0
17	-49.63387	-137.51023	-87.87636	91.94471	19.52808	-113.9138	-51.26121	16.2734	-90.31737	31.73313	21.15542	-18.71441	0
18	-47.19286	-137.51023	-90.31737	91.94471	21.96909	-113.9138	-53.70222	13.83239	-92.75838	29.29212	-13.83239	-21.15542	0
19	-39.86983	-139.95124	-100.08141	89.5037	29.29212	-121.23683	-56.14323	11.39138	-97.6404	26.85111	-28.47845	-23.59643	0
20	-39.86983	-139.95124	-100.08141	89.5037	29.29212	-121.23683	-61.02525	8.95037	-102.52242	21.96909	-16.2734	-26.03744	0
21	-32.5468	-135.06922	-102.52242	82.18067	34.17414	-118.79582	-63.46626	6.50936	-104.96343	21.96909	13.83239	-26.03744	0
22	-20.34175	-125.30518	-104.96343	72.41663	41.49717	-116.35481	-63.46626	8.95037	-100.08141	24.4101	52.88855	-26.03744	0
